Physical Time: Physical Time (s);Particle Mass Flow 1 Monitor: Particle Mass Flow of Mass Flow Rate of Quarzmehl (kg/s);;dt;;;
5;0;0;0;;;
5,01;0;0;0,01;;;
5,01;0;0;0;;;
5,01;0;0;0;;;Summe
5,01;0;0;0;;;8,05E-05
5,01;0;0;0;;;8,05E-02
5,01;0;0;0;dy/dt;;0,08 g
5,011;4,39E-07;4,39E-07;0,001;4,39E-10;;0,44
5,012;1,32E-06;1,76E-06;0,001;1,32E-09;;
5,013;1,32E-06;3,07E-06;0,001;1,32E-09;;
5,014;4,83E-06;7,90E-06;0,001;4,83E-09;;
5,015;4,83E-06;1,27E-05;0,001;4,83E-09;;
5,016;5,71E-06;1,84E-05;0,001;5,71E-09;;
5,017;6,59E-06;2,50E-05;0,001;6,59E-09;;
5,018;7,47E-06;3,25E-05;0,001;7,47E-09;;
5,019;8,34E-06;4,08E-05;0,001;8,34E-09;;
5,02;1,10E-05;5,18E-05;0,001;1,10E-08;;
5,021;1,14E-05;6,32E-05;0,001;1,14E-08;;
5,022;1,32E-05;7,64E-05;0,001;1,32E-08;;
5,023;1,45E-05;9,09E-05;0,001;1,45E-08;;
5,024;1,45E-05;0,000105391;0,001;1,45E-08;;
5,025;1,62E-05;0,000121639;0,001;1,62E-08;;
5,026;1,62E-05;0,000137887;0,001;1,62E-08;;
5,027;1,76E-05;0,000155452;0,001;1,76E-08;;
5,028;1,84E-05;0,000173896;0,001;1,84E-08;;
5,029;1,76E-05;0,000191461;0,001;1,76E-08;;
5,03;2,02E-05;0,000211661;0,001;2,02E-08;;
5,031;2,20E-05;0,000233617;0,001;2,20E-08;;
5,032;2,28E-05;0,000256452;0,001;2,28E-08;;
5,033;2,63E-05;0,0002828;0,001;2,63E-08;;
5,034;2,59E-05;0,000308709;0,001;2,59E-08;;
5,035;2,68E-05;0,000335496;0,001;2,68E-08;;
5,036;2,77E-05;0,000363161;0,001;2,77E-08;;
5,037;2,81E-05;0,000391265;0,001;2,81E-08;;
5,038;2,99E-05;0,000421126;0,001;2,99E-08;;
5,039;2,94E-05;0,000450548;0,001;2,94E-08;;
5,04;2,94E-05;0,00047997;0,001;2,94E-08;;
5,041;3,16E-05;0,000511587;0,001;3,16E-08;;
5,042;3,29E-05;0,000544522;0,001;3,29E-08;;
5,043;3,34E-05;0,000577896;0,001;3,34E-08;;
5,044;3,60E-05;0,000613904;0,001;3,60E-08;;
5,045;3,73E-05;0,00065123;0,001;3,73E-08;;
5,046;3,69E-05;0,000688117;0,001;3,69E-08;;
5,047;3,91E-05;0,0007272;0,001;3,91E-08;;
5,048;4,04E-05;0,0007676;0,001;4,04E-08;;
5,049;4,17E-05;0,000809317;0,001;4,17E-08;;
5,05;4,35E-05;0,000852791;0,001;4,35E-08;;
5,051;4,30E-05;0,000895826;0,001;4,30E-08;;
5,052;4,74E-05;0,000943252;0,001;4,74E-08;;
5,053;4,65E-05;0,0009898;0,001;4,65E-08;;
5,054;4,61E-05;0,001035909;0,001;4,61E-08;;
5,055;4,83E-05;0,001084213;0,001;4,83E-08;;
5,056;4,74E-05;0,001131639;0,001;4,74E-08;;
5,057;4,87E-05;0,001180383;0,001;4,87E-08;;
5,058;5,09E-05;0,001231322;0,001;5,09E-08;;
5,059;5,05E-05;0,001281822;0,001;5,05E-08;;
5,06;4,96E-05;0,001331444;0,001;4,96E-08;;
5,061;5,01E-05;0,001381504;0,001;5,01E-08;;
5,062;5,14E-05;0,001432883;0,001;5,14E-08;;
5,063;5,27E-05;0,001485578;0,001;5,27E-08;;
5,064;5,23E-05;0,001537835;0,001;5,23E-08;;
5,065;5,27E-05;0,00159053;0,001;5,27E-08;;
5,066;5,27E-05;0,001643226;0,001;5,27E-08;;
5,067;5,45E-05;0,001697678;0,001;5,45E-08;;
5,068;5,40E-05;0,001751691;0,001;5,40E-08;;
5,069;5,49E-05;0,001806583;0,001;5,49E-08;;
5,07;5,58E-05;0,001862352;0,001;5,58E-08;;
5,071;5,75E-05;0,001919878;0,001;5,75E-08;;
5,072;5,88E-05;0,001978722;0,001;5,88E-08;;
5,073;5,84E-05;0,002037126;0,001;5,84E-08;;
5,074;6,06E-05;0,002097726;0,001;6,06E-08;;
5,075;6,19E-05;0,002159644;0,001;6,19E-08;;
5,076;6,28E-05;0,002222439;0,001;6,28E-08;;
5,077;6,46E-05;0,002286991;0,001;6,46E-08;;
5,078;6,37E-05;0,002350665;0,001;6,37E-08;;
5,079;6,50E-05;0,002415657;0,001;6,50E-08;;
5,08;6,46E-05;0,002480209;0,001;6,46E-08;;
5,081;6,59E-05;0,002546078;0,001;6,59E-08;;
5,082;6,67E-05;0,002612826;0,001;6,67E-08;;
5,083;6,76E-05;0,002680452;0,001;6,76E-08;;
5,084;6,81E-05;0,002748517;0,001;6,81E-08;;
5,085;6,72E-05;0,002815704;0,001;6,72E-08;;
5,086;6,85E-05;0,002884209;0,001;6,85E-08;;
5,087;6,81E-05;0,002952274;0,001;6,81E-08;;
5,088;6,89E-05;0,003021217;0,001;6,89E-08;;
5,089;6,89E-05;0,003090161;0,001;6,89E-08;;
5,09;6,94E-05;0,003159544;0,001;6,94E-08;;
5,091;7,11E-05;0,003230683;0,001;7,11E-08;;
5,092;7,07E-05;0,003301383;0,001;7,07E-08;;
5,093;7,07E-05;0,003372083;0,001;7,07E-08;;
5,094;7,11E-05;0,003443222;0,001;7,11E-08;;
5,095;7,29E-05;0,003516118;0,001;7,29E-08;;
5,096;7,11E-05;0,003587257;0,001;7,11E-08;;
5,097;7,33E-05;0,003660591;0,001;7,33E-08;;
5,098;7,29E-05;0,003733487;0,001;7,29E-08;;
5,099;7,25E-05;0,003805944;0,001;7,25E-08;;
5,1;7,25E-05;0,0038784;0,001;7,25E-08;;
5,101;7,33E-05;0,003951735;0,001;7,33E-08;;
5,102;7,33E-05;0,00402507;0,001;7,33E-08;;
5,103;7,25E-05;0,004097526;0,001;7,25E-08;;
5,104;7,33E-05;0,004170861;0,001;7,33E-08;;
5,105;7,33E-05;0,004244196;0,001;7,33E-08;;
5,106;7,51E-05;0,004319287;0,001;7,51E-08;;
5,107;7,42E-05;0,0043935;0,001;7,42E-08;;
5,108;7,38E-05;0,004467274;0,001;7,38E-08;;
5,109;7,51E-05;0,004542365;0,001;7,51E-08;;
5,11;7,33E-05;0,0046157;0,001;7,33E-08;;
5,111;7,47E-05;0,004690352;0,001;7,47E-08;;
5,112;7,64E-05;0,004766761;0,001;7,64E-08;;
5,113;7,73E-05;0,004844048;0,001;7,73E-08;;
5,114;7,55E-05;0,004919578;0,001;7,55E-08;;
5,115;7,55E-05;0,004995109;0,001;7,55E-08;;
5,116;7,42E-05;0,005069322;0,001;7,42E-08;;
5,117;7,60E-05;0,005145291;0,001;7,60E-08;;
5,118;7,55E-05;0,005220822;0,001;7,55E-08;;
5,119;7,64E-05;0,005297231;0,001;7,64E-08;;
5,12;7,60E-05;0,0053732;0,001;7,60E-08;;
5,121;7,95E-05;0,005452683;0,001;7,95E-08;;
5,122;7,99E-05;0,005532605;0,001;7,99E-08;;
5,123;7,86E-05;0,005611209;0,001;7,86E-08;;
5,124;7,73E-05;0,005688496;0,001;7,73E-08;;
5,125;7,82E-05;0,005766661;0,001;7,82E-08;;
5,126;7,60E-05;0,005842631;0,001;7,60E-08;;
5,127;7,64E-05;0,005919039;0,001;7,64E-08;;
5,128;7,60E-05;0,005995009;0,001;7,60E-08;;
5,129;7,68E-05;0,006071857;0,001;7,68E-08;;
5,13;7,73E-05;0,006149144;0,001;7,73E-08;;
5,131;7,77E-05;0,00622687;0,001;7,77E-08;;
5,132;7,73E-05;0,006304157;0,001;7,73E-08;;
5,133;7,51E-05;0,006379248;0,001;7,51E-08;;
5,134;7,51E-05;0,006454339;0,001;7,51E-08;;
5,135;7,42E-05;0,006528552;0,001;7,42E-08;;
5,136;7,64E-05;0,006604961;0,001;7,64E-08;;
5,137;7,03E-05;0,006675222;0,001;7,03E-08;;
5,138;7,82E-05;0,006753387;0,001;7,82E-08;;
5,139;7,86E-05;0,006831992;0,001;7,86E-08;;
5,14;7,82E-05;0,006910157;0,001;7,82E-08;;
5,141;7,95E-05;0,006989639;0,001;7,95E-08;;
5,142;8,17E-05;0,007071318;0,001;8,17E-08;;
5,143;8,12E-05;0,007152557;0,001;8,12E-08;;
5,144;7,90E-05;0,0072316;0,001;7,90E-08;;
5,145;7,51E-05;0,007306692;0,001;7,51E-08;;
5,146;7,60E-05;0,007382661;0,001;7,60E-08;;
5,147;7,77E-05;0,007460387;0,001;7,77E-08;;
5,148;8,21E-05;0,007542505;0,001;8,21E-08;;
5,149;7,82E-05;0,00762067;0,001;7,82E-08;;
5,15;6,76E-05;0,007688296;0,001;6,76E-08;;
5,151;7,51E-05;0,007763387;0,001;7,51E-08;;
5,152;7,90E-05;0,007842431;0,001;7,90E-08;;
5,153;7,03E-05;0,007912692;0,001;7,03E-08;;
5,154;8,08E-05;0,007993492;0,001;8,08E-08;;
5,155;8,08E-05;0,008074292;0,001;8,08E-08;;
5,156;8,17E-05;0,00815597;0,001;8,17E-08;;
5,157;8,34E-05;0,008239405;0,001;8,34E-08;;
5,158;8,21E-05;0,008321522;0,001;8,21E-08;;
5,159;7,07E-05;0,008392222;0,001;7,07E-08;;
5,16;7,07E-05;0,008462922;0,001;7,07E-08;;
5,161;7,25E-05;0,008535379;0,001;7,25E-08;;
5,162;8,21E-05;0,008617496;0,001;8,21E-08;;
5,163;8,52E-05;0,008702687;0,001;8,52E-08;;
5,164;8,56E-05;0,008788318;0,001;8,56E-08;;
5,165;8,87E-05;0,008877022;0,001;8,87E-08;;
5,166;8,04E-05;0,008957383;0,001;8,04E-08;;
5,167;9,05E-05;0,009047844;0,001;9,05E-08;;
5,168;8,43E-05;0,009132157;0,001;8,43E-08;;
5,169;8,43E-05;0,00921647;0,001;8,43E-08;;
5,17;8,74E-05;0,009303857;0,001;8,74E-08;;
5,171;8,78E-05;0,009391683;0,001;8,78E-08;;
5,172;8,65E-05;0,009478192;0,001;8,65E-08;;
5,173;8,61E-05;0,009564261;0,001;8,61E-08;;
5,174;8,43E-05;0,009648574;0,001;8,43E-08;;
5,175;8,39E-05;0,009732448;0,001;8,39E-08;;
5,176;7,82E-05;0,009810613;0,001;7,82E-08;;
5,177;8,65E-05;0,009897122;0,001;8,65E-08;;
5,178;8,30E-05;0,009980118;0,001;8,30E-08;;
5,179;8,48E-05;0,01006487;0,001;8,48E-08;;
5,18;8,34E-05;0,010148305;0,001;8,34E-08;;
5,181;8,65E-05;0,010234813;0,001;8,65E-08;;
5,182;7,64E-05;0,010311222;0,001;7,64E-08;;
5,183;8,56E-05;0,010396853;0,001;8,56E-08;;
5,184;7,99E-05;0,010476774;0,001;7,99E-08;;
5,185;8,74E-05;0,010564161;0,001;8,74E-08;;
5,186;8,12E-05;0,0106454;0,001;8,12E-08;;
5,187;8,39E-05;0,010729274;0,001;8,39E-08;;
5,188;8,30E-05;0,01081227;0,001;8,30E-08;;
5,189;8,26E-05;0,010894826;0,001;8,26E-08;;
5,19;8,43E-05;0,01097914;0,001;8,43E-08;;
5,191;8,56E-05;0,01106477;0,001;8,56E-08;;
5,192;8,34E-05;0,011148205;0,001;8,34E-08;;
5,193;8,17E-05;0,011229883;0,001;8,17E-08;;
5,194;8,17E-05;0,011311561;0,001;8,17E-08;;
5,195;8,65E-05;0,01139807;0,001;8,65E-08;;
5,196;8,30E-05;0,011481066;0,001;8,30E-08;;
5,197;8,34E-05;0,0115645;0,001;8,34E-08;;
5,198;8,21E-05;0,011646618;0,001;8,21E-08;;
5,199;8,34E-05;0,011730053;0,001;8,34E-08;;
5,2;8,43E-05;0,011814366;0,001;8,43E-08;;
5,201;7,77E-05;0,011892092;0,001;7,77E-08;;
5,202;8,12E-05;0,011973331;0,001;8,12E-08;;
5,203;8,43E-05;0,012057644;0,001;8,43E-08;;
5,204;8,34E-05;0,012141079;0,001;8,34E-08;;
5,205;8,21E-05;0,012223196;0,001;8,21E-08;;
5,206;8,52E-05;0,012308387;0,001;8,52E-08;;
5,207;8,34E-05;0,012391822;0,001;8,34E-08;;
5,208;9,05E-05;0,012482283;0,001;9,05E-08;;
5,209;8,83E-05;0,012570548;0,001;8,83E-08;;
5,21;8,48E-05;0,0126553;0,001;8,48E-08;;
5,211;8,87E-05;0,012744005;0,001;8,87E-08;;
5,212;8,91E-05;0,012833148;0,001;8,91E-08;;
5,213;8,43E-05;0,012917461;0,001;8,43E-08;;
5,214;8,48E-05;0,013002214;0,001;8,48E-08;;
5,215;8,78E-05;0,01309004;0,001;8,78E-08;;
5,216;8,74E-05;0,013177427;0,001;8,74E-08;;
5,217;8,56E-05;0,013263057;0,001;8,56E-08;;
5,218;8,17E-05;0,013344735;0,001;8,17E-08;;
5,219;8,34E-05;0,01342817;0,001;8,34E-08;;
5,22;8,12E-05;0,013509409;0,001;8,12E-08;;
5,221;8,34E-05;0,013592844;0,001;8,34E-08;;
5,222;8,96E-05;0,013682427;0,001;8,96E-08;;
5,223;8,61E-05;0,013768496;0,001;8,61E-08;;
5,224;8,91E-05;0,01385764;0,001;8,91E-08;;
5,225;8,61E-05;0,013943709;0,001;8,61E-08;;
5,226;8,91E-05;0,014032853;0,001;8,91E-08;;
5,227;8,48E-05;0,014117605;0,001;8,48E-08;;
5,228;8,61E-05;0,014203674;0,001;8,61E-08;;
5,229;8,39E-05;0,014287548;0,001;8,39E-08;;
5,23;8,91E-05;0,014376692;0,001;8,91E-08;;
5,231;9,09E-05;0,014467592;0,001;9,09E-08;;
5,232;8,56E-05;0,014553222;0,001;8,56E-08;;
5,233;8,17E-05;0,014634901;0,001;8,17E-08;;
5,234;8,08E-05;0,014715701;0,001;8,08E-08;;
5,235;8,56E-05;0,014801331;0,001;8,56E-08;;
5,236;8,39E-05;0,014885205;0,001;8,39E-08;;
5,237;8,34E-05;0,01496864;0,001;8,34E-08;;
5,238;8,39E-05;0,015052514;0,001;8,39E-08;;
5,239;8,39E-05;0,015136388;0,001;8,39E-08;;
5,24;8,91E-05;0,015225531;0,001;8,91E-08;;
5,241;8,43E-05;0,015309844;0,001;8,43E-08;;
5,242;8,56E-05;0,015395474;0,001;8,56E-08;;
5,243;8,43E-05;0,015479788;0,001;8,43E-08;;
5,244;8,69E-05;0,015566735;0,001;8,69E-08;;
5,245;8,48E-05;0,015651488;0,001;8,48E-08;;
5,246;8,43E-05;0,015735801;0,001;8,43E-08;;
5,247;8,69E-05;0,015822748;0,001;8,69E-08;;
5,248;8,87E-05;0,015911453;0,001;8,87E-08;;
5,249;8,74E-05;0,01599884;0,001;8,74E-08;;
5,25;8,34E-05;0,016082275;0,001;8,34E-08;;
5,251;8,96E-05;0,016171857;0,001;8,96E-08;;
5,252;8,61E-05;0,016257927;0,001;8,61E-08;;
5,253;8,61E-05;0,016343996;0,001;8,61E-08;;
5,254;8,74E-05;0,016431383;0,001;8,74E-08;;
5,255;8,52E-05;0,016516575;0,001;8,52E-08;;
5,256;8,83E-05;0,01660484;0,001;8,83E-08;;
5,257;8,96E-05;0,016694422;0,001;8,96E-08;;
5,258;8,61E-05;0,016780492;0,001;8,61E-08;;
5,259;8,48E-05;0,016865244;0,001;8,48E-08;;
5,26;8,17E-05;0,016946922;0,001;8,17E-08;;
5,261;8,26E-05;0,017029479;0,001;8,26E-08;;
5,262;8,30E-05;0,017112475;0,001;8,30E-08;;
5,263;8,61E-05;0,017198544;0,001;8,61E-08;;
5,264;8,43E-05;0,017282857;0,001;8,43E-08;;
5,265;8,83E-05;0,017371122;0,001;8,83E-08;;
5,266;8,78E-05;0,017458948;0,001;8,78E-08;;
5,267;8,74E-05;0,017546335;0,001;8,74E-08;;
5,268;8,61E-05;0,017632405;0,001;8,61E-08;;
5,269;8,78E-05;0,017720231;0,001;8,78E-08;;
5,27;9,09E-05;0,017811131;0,001;9,09E-08;;
5,271;8,65E-05;0,01789764;0,001;8,65E-08;;
5,272;8,65E-05;0,017984149;0,001;8,65E-08;;
5,273;8,78E-05;0,018071975;0,001;8,78E-08;;
5,274;8,39E-05;0,018155849;0,001;8,39E-08;;
5,275;8,74E-05;0,018243235;0,001;8,74E-08;;
5,276;8,74E-05;0,018330622;0,001;8,74E-08;;
5,277;8,52E-05;0,018415814;0,001;8,52E-08;;
5,278;8,69E-05;0,018502762;0,001;8,69E-08;;
5,279;9,05E-05;0,018593222;0,001;9,05E-08;;
5,28;8,74E-05;0,018680609;0,001;8,74E-08;;
5,281;8,52E-05;0,018765801;0,001;8,52E-08;;
5,282;9,18E-05;0,018857579;0,001;9,18E-08;;
5,283;8,43E-05;0,018941892;0,001;8,43E-08;;
5,284;8,74E-05;0,019029279;0,001;8,74E-08;;
5,285;8,56E-05;0,019114909;0,001;8,56E-08;;
5,286;8,52E-05;0,019200101;0,001;8,52E-08;;
5,287;8,56E-05;0,019285731;0,001;8,56E-08;;
5,288;8,56E-05;0,019371362;0,001;8,56E-08;;
5,289;8,74E-05;0,019458749;0,001;8,74E-08;;
5,29;8,34E-05;0,019542183;0,001;8,34E-08;;
5,291;8,30E-05;0,019625179;0,001;8,30E-08;;
5,292;8,39E-05;0,019709053;0,001;8,39E-08;;
5,293;7,86E-05;0,019787657;0,001;7,86E-08;;
5,294;8,21E-05;0,019869775;0,001;8,21E-08;;
5,295;8,30E-05;0,01995277;0,001;8,30E-08;;
5,296;8,52E-05;0,020037962;0,001;8,52E-08;;
5,297;7,90E-05;0,020117005;0,001;7,90E-08;;
5,298;8,12E-05;0,020198244;0,001;8,12E-08;;
5,299;7,90E-05;0,020277288;0,001;7,90E-08;;
5,3;8,26E-05;0,020359844;0,001;8,26E-08;;
5,301;8,30E-05;0,02044284;0,001;8,30E-08;;
5,302;8,26E-05;0,020525396;0,001;8,26E-08;;
5,303;7,86E-05;0,020604001;0,001;7,86E-08;;
5,304;8,78E-05;0,020691827;0,001;8,78E-08;;
5,305;8,78E-05;0,020779653;0,001;8,78E-08;;
5,306;8,56E-05;0,020865283;0,001;8,56E-08;;
5,307;8,83E-05;0,020953549;0,001;8,83E-08;;
5,308;8,43E-05;0,021037862;0,001;8,43E-08;;
5,309;8,52E-05;0,021123053;0,001;8,52E-08;;
5,31;8,87E-05;0,021211757;0,001;8,87E-08;;
5,311;8,48E-05;0,021296509;0,001;8,48E-08;;
5,312;8,30E-05;0,021379505;0,001;8,30E-08;;
5,313;8,96E-05;0,021469088;0,001;8,96E-08;;
5,314;8,91E-05;0,021558231;0,001;8,91E-08;;
5,315;8,96E-05;0,021647814;0,001;8,96E-08;;
5,316;9,00E-05;0,021737836;0,001;9,00E-08;;
5,317;8,52E-05;0,021823027;0,001;8,52E-08;;
5,318;8,34E-05;0,021906462;0,001;8,34E-08;;
5,319;8,39E-05;0,021990336;0,001;8,39E-08;;
5,32;9,22E-05;0,022082553;0,001;9,22E-08;;
5,321;8,52E-05;0,022167744;0,001;8,52E-08;;
5,322;8,12E-05;0,022248983;0,001;8,12E-08;;
5,323;8,61E-05;0,022335053;0,001;8,61E-08;;
5,324;9,05E-05;0,022425514;0,001;9,05E-08;;
5,325;8,69E-05;0,022512462;0,001;8,69E-08;;
5,326;8,17E-05;0,02259414;0,001;8,17E-08;;
5,327;8,39E-05;0,022678014;0,001;8,39E-08;;
5,328;8,26E-05;0,02276057;0,001;8,26E-08;;
5,329;8,96E-05;0,022850153;0,001;8,96E-08;;
5,33;8,43E-05;0,022934466;0,001;8,43E-08;;
5,331;8,34E-05;0,023017901;0,001;8,34E-08;;
5,332;8,61E-05;0,02310397;0,001;8,61E-08;;
5,333;9,05E-05;0,023194431;0,001;9,05E-08;;
5,334;7,95E-05;0,023273914;0,001;7,95E-08;;
5,335;8,30E-05;0,02335691;0,001;8,30E-08;;
5,336;8,12E-05;0,023438149;0,001;8,12E-08;;
5,337;8,48E-05;0,023522901;0,001;8,48E-08;;
5,338;8,26E-05;0,023605457;0,001;8,26E-08;;
5,339;8,48E-05;0,02369021;0,001;8,48E-08;;
5,34;8,17E-05;0,023771888;0,001;8,17E-08;;
5,341;8,39E-05;0,023855762;0,001;8,39E-08;;
5,342;8,39E-05;0,023939636;0,001;8,39E-08;;
5,343;8,30E-05;0,024022631;0,001;8,30E-08;;
5,344;8,87E-05;0,024111336;0,001;8,87E-08;;
5,345;8,83E-05;0,024199601;0,001;8,83E-08;;
5,346;8,56E-05;0,024285231;0,001;8,56E-08;;
5,347;8,61E-05;0,024371301;0,001;8,61E-08;;
5,348;9,35E-05;0,024464836;0,001;9,35E-08;;
5,349;9,27E-05;0,024557492;0,001;9,27E-08;;
5,35;9,00E-05;0,024647514;0,001;9,00E-08;;
5,351;8,87E-05;0,024736218;0,001;8,87E-08;;
